therapy,region,forecast_origin_month,forecast_origin_month_index,horizon_months,target_month,target_month_index,target_market_regime,target_supply_constrained,target_access_rate_allowed,target_new_metastatic_diagnoses_allowed,target_eligible_new_1l_patient_pool_allowed,target_competitor_overlap_pressure_allowed,horizon_months,calendar_month,target_observed_sales_units
Therapy A,East,2018-11-01,59,3,2019-02-01,62,access_expansion,0,0.55,142.48198509126416,42.744595527379246,0.72,3,11,176.64191705717178
Therapy A,East,2018-11-01,59,6,2019-05-01,65,access_expansion,0,0.55,142.65975460113802,42.7979263803414,0.72,6,11,171.1052902881341
Therapy A,East,2018-11-01,59,12,2019-11-01,71,access_expansion,0,0.55,143.0159592869663,42.90478778608989,0.72,12,11,163.52124488210444
Therapy A,East,2018-12-01,60,1,2019-01-01,61,access_expansion,0,0.55,142.4227778282934,42.726833348488015,0.72,1,12,178.82310615774355
Therapy A,East,2018-12-01,60,3,2019-03-01,63,access_expansion,0,0.55,142.54121696757306,42.76236509027192,0.72,3,12,174.6375075658165
Therapy A,East,2018-12-01,60,6,2019-06-01,66,access_expansion,0,0.55,142.7190603788711,42.815718113661326,0.72,6,12,169.5530979124557
Therapy A,East,2018-12-01,60,12,2019-12-01,72,access_expansion,0,0.55,143.07541314427507,42.92262394328253,0.72,12,12,162.60066930107251
Therapy A,East,2019-01-01,61,1,2019-02-01,62,access_expansion,0,0.55,142.48198509126416,42.744595527379246,0.72,1,1,176.64191705717178
Therapy A,East,2019-01-01,61,3,2019-04-01,64,access_expansion,0,0.55,142.60047346745222,42.78014204023567,0.72,3,1,172.79618803407774
Therapy A,East,2019-01-01,61,6,2019-07-01,67,access_expansion,0,0.55,142.77839081089638,42.83351724326892,0.72,6,1,168.12878017133357
Therapy A,East,2019-01-01,61,12,2020-01-01,73,access_expansion,0,0.55,143.1348917174349,42.94046751523047,0.72,12,1,161.75833661259284
Therapy A,East,2019-02-01,62,1,2019-03-01,63,access_expansion,0,0.55,142.54121696757306,42.76236509027192,0.72,1,2,174.6375075658165
Therapy A,East,2019-02-01,62,3,2019-05-01,65,access_expansion,0,0.55,142.65975460113802,42.7979263803414,0.72,3,2,171.1052902881341
Therapy A,East,2019-02-01,62,6,2019-08-01,68,access_expansion,0,0.55,142.837745907463,42.85132377223889,0.72,6,2,166.8223295866256
Therapy A,East,2019-02-01,62,12,2020-02-01,74,access_expansion,0,0.55,143.1943950167205,42.95831850501615,0.72,12,2,160.98806466619052
Therapy A,East,2019-03-01,63,1,2019-04-01,64,access_expansion,0,0.55,142.60047346745222,42.78014204023567,0.72,1,3,172.79618803407774
Therapy A,East,2019-03-01,63,3,2019-06-01,66,access_expansion,0,0.55,142.7190603788711,42.815718113661326,0.72,3,3,169.5530979124557
Therapy A,East,2019-03-01,63,6,2019-09-01,69,access_expansion,0,0.55,142.89712567882435,42.8691377036473,0.72,6,3,165.62450313995743
Therapy A,East,2019-03-01,63,12,2020-03-01,75,access_expansion,0,0.55,143.2539230524109,42.97617691572327,0.72,12,3,160.28415353649137
Therapy A,East,2019-04-01,64,1,2019-05-01,65,access_expansion,0,0.55,142.65975460113802,42.7979263803414,0.72,1,4,171.1052902881341
Therapy A,East,2019-04-01,64,3,2019-07-01,67,access_expansion,0,0.55,142.77839081089638,42.83351724326892,0.72,3,4,168.12878017133357
Therapy A,East,2019-04-01,64,6,2019-10-01,70,access_expansion,0,0.55,142.95653013523813,42.88695904057143,0.72,6,4,164.52676702946445
Therapy A,East,2019-04-01,64,12,2020-04-01,76,access_expansion,0,0.55,143.3134758347895,42.99404275043685,0.72,12,4,159.64134897183095
Therapy A,East,2019-05-01,65,1,2019-06-01,66,access_expansion,0,0.55,142.7190603788711,42.815718113661326,0.72,1,5,169.5530979124557
Therapy A,East,2019-05-01,65,3,2019-08-01,68,access_expansion,0,0.55,142.837745907463,42.85132377223889,0.72,3,5,166.8223295866256
Therapy A,East,2019-05-01,65,6,2019-11-01,71,access_expansion,0,0.55,143.0159592869663,42.90478778608989,0.72,6,5,163.52124488210444
Therapy A,East,2019-05-01,65,12,2020-05-01,77,access_expansion,0,0.55,143.37305337414367,43.0119160122431,0.72,12,5,159.05480843478455
Therapy A,East,2019-06-01,66,1,2019-07-01,67,access_expansion,0,0.55,142.77839081089638,42.83351724326892,0.72,1,6,168.12878017133357
Therapy A,East,2019-06-01,66,3,2019-09-01,69,access_expansion,0,0.55,142.89712567882435,42.8691377036473,0.72,3,6,165.62450313995743
Therapy A,East,2019-06-01,66,6,2019-12-01,72,access_expansion,0,0.55,143.07541314427507,42.92262394328253,0.72,6,6,162.60066930107251
Therapy A,East,2019-06-01,66,12,2020-06-01,78,access_expansion,0,0.55,143.43265568076544,43.02979670422963,0.72,12,6,158.52006958158432
Therapy A,East,2019-07-01,67,1,2019-08-01,68,access_expansion,0,0.55,142.837745907463,42.85132377223889,0.72,1,7,166.8223295866256
Therapy A,East,2019-07-01,67,3,2019-10-01,70,access_expansion,0,0.55,142.95653013523813,42.88695904057143,0.72,3,7,164.52676702946445
Therapy A,East,2019-07-01,67,6,2020-01-01,73,access_expansion,0,0.55,143.1348917174349,42.94046751523047,0.72,6,7,161.75833661259284
Therapy A,East,2019-07-01,67,12,2020-07-01,79,access_expansion,0,0.55,143.4922827649509,43.04768482948526,0.72,12,7,158.03302103078906
Therapy A,East,2019-08-01,68,1,2019-09-01,69,access_expansion,0,0.55,142.89712567882435,42.8691377036473,0.72,1,8,165.62450313995743
Therapy A,East,2019-08-01,68,3,2019-11-01,71,access_expansion,0,0.55,143.0159592869663,42.90478778608989,0.72,3,8,163.52124488210444
Therapy A,East,2019-08-01,68,6,2020-02-01,74,access_expansion,0,0.55,143.1943950167205,42.95831850501615,0.72,6,8,160.98806466619052
Therapy A,East,2019-08-01,68,12,2020-08-01,80,access_expansion,0,0.55,143.5519346370003,43.06558039110009,0.72,12,8,157.5898752761282
Therapy A,East,2019-09-01,69,1,2019-10-01,70,access_expansion,0,0.55,142.95653013523813,42.88695904057143,0.72,1,9,164.52676702946445
Therapy A,East,2019-09-01,69,3,2019-12-01,72,access_expansion,0,0.55,143.07541314427507,42.92262394328253,0.72,3,9,162.60066930107251
Therapy A,East,2019-09-01,69,6,2020-03-01,75,access_expansion,0,0.55,143.2539230524109,42.97617691572327,0.72,6,9,160.28415353649137
Therapy A,East,2019-09-01,69,12,2020-09-01,81,access_expansion,0,0.55,143.61161130721848,43.08348339216554,0.72,12,9,157.18714360383348
Therapy A,East,2019-10-01,70,1,2019-11-01,71,access_expansion,0,0.55,143.0159592869663,42.90478778608989,0.72,1,10,163.52124488210444
Therapy A,East,2019-10-01,70,3,2020-01-01,73,access_expansion,0,0.55,143.1348917174349,42.94046751523047,0.72,3,10,161.75833661259284
Therapy A,East,2019-10-01,70,6,2020-04-01,76,access_expansion,0,0.55,143.3134758347895,42.99404275043685,0.72,6,10,159.64134897183095
Therapy A,East,2019-10-01,70,12,2020-10-01,82,access_expansion,0,0.55,143.6713127859143,43.10139383577429,0.72,12,10,156.8216128807403
Therapy A,East,2019-11-01,71,1,2019-12-01,72,access_expansion,0,0.55,143.07541314427507,42.92262394328253,0.72,1,11,162.60066930107251
Therapy A,East,2019-11-01,71,3,2020-02-01,74,access_expansion,0,0.55,143.1943950167205,42.95831850501615,0.72,3,11,160.98806466619052
Therapy A,East,2019-11-01,71,6,2020-05-01,77,access_expansion,0,0.55,143.37305337414367,43.0119160122431,0.72,6,11,159.05480843478455
Therapy A,East,2019-11-01,71,12,2020-11-01,83,access_expansion,0,0.55,143.73103908340113,43.11931172502034,0.72,12,11,156.49032408578054
Therapy A,East,2019-12-01,72,1,2020-01-01,73,access_expansion,0,0.55,143.1348917174349,42.94046751523047,0.72,1,12,161.75833661259284
Therapy A,East,2019-12-01,72,3,2020-03-01,75,access_expansion,0,0.55,143.2539230524109,42.97617691572327,0.72,3,12,160.28415353649137
Therapy A,East,2019-12-01,72,6,2020-06-01,78,access_expansion,0,0.55,143.43265568076544,43.02979670422963,0.72,6,12,158.52006958158432
Therapy A,East,2019-12-01,72,12,2020-12-01,84,access_expansion,0,0.55,143.7907902099964,43.13723706299892,0.72,12,12,156.19055246402917
Therapy A,East,2020-01-01,73,1,2020-02-01,74,access_expansion,0,0.55,143.1943950167205,42.95831850501615,0.72,1,1,160.98806466619052
Therapy A,East,2020-01-01,73,3,2020-04-01,76,access_expansion,0,0.55,143.3134758347895,42.99404275043685,0.72,3,1,159.64134897183095
Therapy A,East,2020-01-01,73,6,2020-07-01,79,access_expansion,0,0.55,143.4922827649509,43.04768482948526,0.72,6,1,158.03302103078906
Therapy A,East,2020-01-01,73,12,2021-01-01,85,overlapping_competitor_launch,0,0.55,143.85056617602206,43.155169852806615,,12,1,155.31477050701753
Therapy A,East,2020-02-01,74,1,2020-03-01,75,access_expansion,0,0.55,143.2539230524109,42.97617691572327,0.72,1,2,160.28415353649137
Therapy A,East,2020-02-01,74,3,2020-05-01,77,access_expansion,0,0.55,143.37305337414367,43.0119160122431,0.72,3,2,159.05480843478455
Therapy A,East,2020-02-01,74,6,2020-08-01,80,access_expansion,0,0.55,143.5519346370003,43.06558039110009,0.72,6,2,157.5898752761282
Therapy A,East,2020-02-01,74,12,2021-02-01,86,overlapping_competitor_launch,0,0.55,143.91036699180407,43.17311009754122,,12,2,154.41728379561823
Therapy A,East,2020-03-01,75,1,2020-04-01,76,access_expansion,0,0.55,143.3134758347895,42.99404275043685,0.72,1,3,159.64134897183095
Therapy A,East,2020-03-01,75,3,2020-06-01,78,access_expansion,0,0.55,143.43265568076544,43.02979670422963,0.72,3,3,158.52006958158432
Therapy A,East,2020-03-01,75,6,2020-09-01,81,access_expansion,0,0.55,143.61161130721848,43.08348339216554,0.72,6,3,157.18714360383348
Therapy A,East,2020-03-01,75,12,2021-03-01,87,overlapping_competitor_launch,0,0.55,143.97019266767296,43.19105780030189,,12,3,153.48841603547197
Therapy A,East,2020-04-01,76,1,2020-05-01,77,access_expansion,0,0.55,143.37305337414367,43.0119160122431,0.72,1,4,159.05480843478455
Therapy A,East,2020-04-01,76,3,2020-07-01,79,access_expansion,0,0.55,143.4922827649509,43.04768482948526,0.72,3,4,158.03302103078906
Therapy A,East,2020-04-01,76,6,2020-10-01,82,access_expansion,0,0.55,143.6713127859143,43.10139383577429,0.72,6,4,156.8216128807403
Therapy A,East,2020-04-01,76,12,2021-04-01,88,overlapping_competitor_launch,0,0.55,144.03004321396338,43.20901296418901,,12,4,152.51918690187665
Therapy A,East,2020-05-01,77,1,2020-06-01,78,access_expansion,0,0.55,143.43265568076544,43.02979670422963,0.72,1,5,158.52006958158432
Therapy A,East,2020-05-01,77,3,2020-08-01,80,access_expansion,0,0.55,143.5519346370003,43.06558039110009,0.72,3,5,157.5898752761282
Therapy A,East,2020-05-01,77,6,2020-11-01,83,access_expansion,0,0.55,143.73103908340113,43.11931172502034,0.72,6,5,156.49032408578054
Therapy A,East,2020-05-01,77,12,2021-05-01,89,overlapping_competitor_launch,0,0.55,144.0899186410144,43.22697559230432,,12,5,151.5016477884913
Therapy A,East,2020-06-01,78,1,2020-07-01,79,access_expansion,0,0.55,143.4922827649509,43.04768482948526,0.72,1,6,158.03302103078906
Therapy A,East,2020-06-01,78,3,2020-09-01,81,access_expansion,0,0.55,143.61161130721848,43.08348339216554,0.72,3,6,157.18714360383348
Therapy A,East,2020-06-01,78,6,2020-12-01,84,access_expansion,0,0.55,143.7907902099964,43.13723706299892,0.72,6,6,156.19055246402917
Therapy A,East,2020-06-01,78,12,2021-06-01,90,overlapping_competitor_launch,0,0.55,144.1498189591693,43.24494568775079,1.22,12,6,150.42925212349903
Therapy A,East,2020-07-01,79,1,2020-08-01,80,access_expansion,0,0.55,143.5519346370003,43.06558039110009,0.72,1,7,157.5898752761282
Therapy A,East,2020-07-01,79,3,2020-10-01,82,access_expansion,0,0.55,143.6713127859143,43.10139383577429,0.72,3,7,156.8216128807403
Therapy A,East,2020-07-01,79,6,2021-01-01,85,overlapping_competitor_launch,0,0.55,143.85056617602206,43.155169852806615,1.22,6,7,155.31477050701753
Therapy A,East,2020-07-01,79,12,2021-07-01,91,overlapping_competitor_launch,0,0.55,144.20974417877562,43.262923253632685,1.22,12,7,149.29722850469528
Therapy A,East,2020-08-01,80,1,2020-09-01,81,access_expansion,0,0.55,143.61161130721848,43.08348339216554,0.72,1,8,157.18714360383348
Therapy A,East,2020-08-01,80,3,2020-11-01,83,access_expansion,0,0.55,143.73103908340113,43.11931172502034,0.72,3,8,156.49032408578054
Therapy A,East,2020-08-01,80,6,2021-02-01,86,overlapping_competitor_launch,0,0.55,143.91036699180407,43.17311009754122,1.22,6,8,154.41728379561823
Therapy A,East,2020-08-01,80,12,2021-08-01,92,overlapping_competitor_launch,0,0.55,144.26969431018526,43.280908293055575,1.22,12,8,148.1029157542659
Therapy A,East,2020-09-01,81,1,2020-10-01,82,access_expansion,0,0.55,143.6713127859143,43.10139383577429,0.72,1,9,156.8216128807403
Therapy A,East,2020-09-01,81,3,2020-12-01,84,access_expansion,0,0.55,143.7907902099964,43.13723706299892,0.72,3,9,156.19055246402917
Therapy A,East,2020-09-01,81,6,2021-03-01,87,overlapping_competitor_launch,0,0.55,143.97019266767296,43.19105780030189,1.22,6,9,153.48841603547197
Therapy A,East,2020-09-01,81,12,2021-09-01,93,overlapping_competitor_launch,0,0.55,144.32966936375456,43.298900809126366,1.22,12,9,146.84601495559815
Therapy A,East,2020-10-01,82,1,2020-11-01,83,access_expansion,0,0.55,143.73103908340113,43.11931172502034,0.72,1,10,156.49032408578054
Therapy A,East,2020-10-01,82,3,2021-01-01,85,overlapping_competitor_launch,0,0.55,143.85056617602206,43.155169852806615,1.22,3,10,155.31477050701753
Therapy A,East,2020-10-01,82,6,2021-04-01,88,overlapping_competitor_launch,0,0.55,144.03004321396338,43.20901296418901,1.22,6,10,152.51918690187665
Therapy A,East,2020-10-01,82,12,2021-10-01,94,overlapping_competitor_launch,0,0.55,144.3896693498439,43.31690080495317,1.22,12,10,145.52871709638202
Therapy A,East,2020-11-01,83,1,2020-12-01,84,access_expansion,0,0.55,143.7907902099964,43.13723706299892,0.72,1,11,156.19055246402917
Therapy A,East,2020-11-01,83,3,2021-02-01,86,overlapping_competitor_launch,0,0.55,143.91036699180407,43.17311009754122,1.22,3,11,154.41728379561823
Therapy A,East,2020-11-01,83,6,2021-05-01,89,overlapping_competitor_launch,0,0.55,144.0899186410144,43.22697559230432,1.22,6,11,151.5016477884913
Therapy A,East,2020-11-01,83,12,2021-11-01,95,overlapping_competitor_launch,0,0.55,144.4496942788181,43.33490828364543,1.22,12,11,144.15567701185796
Therapy A,East,2020-12-01,84,1,2021-01-01,85,overlapping_competitor_launch,0,0.55,143.85056617602206,43.155169852806615,1.22,1,12,155.31477050701753
Therapy A,East,2020-12-01,84,3,2021-03-01,87,overlapping_competitor_launch,0,0.55,143.97019266767296,43.19105780030189,1.22,3,12,153.48841603547197
Therapy A,East,2020-12-01,84,6,2021-06-01,90,overlapping_competitor_launch,0,0.55,144.1498189591693,43.24494568775079,1.22,6,12,150.42925212349903
Therapy A,East,2020-12-01,84,12,2021-12-01,96,overlapping_competitor_launch,0,0.55,144.50974416104637,43.35292324831391,1.22,12,12,142.73382346583543
Therapy A,East,2021-01-01,85,1,2021-02-01,86,overlapping_competitor_launch,0,0.55,143.91036699180407,43.17311009754122,1.22,1,1,154.41728379561823
Therapy A,East,2021-01-01,85,3,2021-04-01,88,overlapping_competitor_launch,0,0.55,144.03004321396338,43.20901296418901,1.22,3,1,152.51918690187665
Therapy A,East,2021-01-01,85,6,2021-07-01,91,overlapping_competitor_launch,0,0.55,144.20974417877562,43.262923253632685,1.22,6,1,149.29722850469528
Therapy A,East,2021-01-01,85,12,2022-01-01,97,overlapping_competitor_launch,0,0.55,144.56981900690215,43.37094570207064,1.22,12,1,141.27201770154724
Therapy A,East,2021-02-01,86,1,2021-03-01,87,overlapping_competitor_launch,0,0.55,143.97019266767296,43.19105780030189,1.22,1,2,153.48841603547197
Therapy A,East,2021-02-01,86,3,2021-05-01,89,overlapping_competitor_launch,0,0.55,144.0899186410144,43.22697559230432,1.22,3,2,151.5016477884913
Therapy A,East,2021-02-01,86,6,2021-08-01,92,overlapping_competitor_launch,0,0.55,144.26969431018526,43.280908293055575,1.22,6,2,148.1029157542659
Therapy A,East,2021-02-01,86,12,2022-02-01,98,overlapping_competitor_launch,0,0.55,144.6299188267631,43.388975648028925,1.22,12,2,139.78059364273508
Therapy A,East,2021-03-01,87,1,2021-04-01,88,overlapping_competitor_launch,0,0.55,144.03004321396338,43.20901296418901,1.22,1,3,152.51918690187665
Therapy A,East,2021-03-01,87,3,2021-06-01,90,overlapping_competitor_launch,0,0.55,144.1498189591693,43.24494568775079,1.22,3,3,150.42925212349903
Therapy A,East,2021-03-01,87,6,2021-09-01,93,overlapping_competitor_launch,0,0.55,144.32966936375456,43.298900809126366,1.22,6,3,146.84601495559815
Therapy A,East,2021-03-01,87,12,2022-03-01,99,overlapping_competitor_launch,0,0.55,144.6900436310113,43.40701308930338,1.22,12,3,138.27082748401384
Therapy A,East,2021-04-01,88,1,2021-05-01,89,overlapping_competitor_launch,0,0.55,144.0899186410144,43.22697559230432,1.22,1,4,151.5016477884913
Therapy A,East,2021-04-01,88,3,2021-07-01,91,overlapping_competitor_launch,0,0.55,144.20974417877562,43.262923253632685,1.22,3,4,149.29722850469528
Therapy A,East,2021-04-01,88,6,2021-10-01,94,overlapping_competitor_launch,0,0.55,144.3896693498439,43.31690080495317,1.22,6,4,145.52871709638202
Therapy A,East,2021-04-01,88,12,2022-04-01,100,overlapping_competitor_launch,0,0.55,144.7501934300332,43.42505802900995,1.22,12,4,136.75438990437772
Therapy A,East,2021-05-01,89,1,2021-06-01,90,overlapping_competitor_launch,0,0.55,144.1498189591693,43.24494568775079,1.22,1,5,150.42925212349903
Therapy A,East,2021-05-01,89,3,2021-08-01,92,overlapping_competitor_launch,0,0.55,144.26969431018526,43.280908293055575,1.22,3,5,148.1029157542659
Therapy A,East,2021-05-01,89,6,2021-11-01,95,overlapping_competitor_launch,0,0.55,144.4496942788181,43.33490828364543,1.22,6,5,144.15567701185796
Therapy A,East,2021-05-01,89,12,2022-05-01,101,overlapping_competitor_launch,0,0.55,144.81036823421945,43.44311047026584,1.22,12,5,135.2428303961049
Therapy A,East,2021-06-01,90,1,2021-07-01,91,overlapping_competitor_launch,0,0.55,144.20974417877562,43.262923253632685,1.22,1,6,149.29722850469528
Therapy A,East,2021-06-01,90,3,2021-09-01,93,overlapping_competitor_launch,0,0.55,144.32966936375456,43.298900809126366,1.22,3,6,146.84601495559815
Therapy A,East,2021-06-01,90,6,2021-12-01,96,overlapping_competitor_launch,0,0.55,144.50974416104637,43.35292324831391,1.22,6,6,142.73382346583543
Therapy A,East,2021-06-01,90,12,2022-06-01,102,overlapping_competitor_launch,0,0.55,144.87056805396512,43.46117041618953,1.22,12,6,133.7471323591862
Therapy A,East,2021-07-01,91,1,2021-08-01,92,overlapping_competitor_launch,0,0.55,144.26969431018526,43.280908293055575,1.22,1,7,148.1029157542659
Therapy A,East,2021-07-01,91,3,2021-10-01,94,overlapping_competitor_launch,0,0.55,144.3896693498439,43.31690080495317,1.22,3,7,145.52871709638202
Therapy A,East,2021-07-01,91,6,2022-01-01,97,overlapping_competitor_launch,0,0.55,144.56981900690215,43.37094570207064,1.22,6,7,141.27201770154724
Therapy A,East,2021-07-01,91,12,2022-07-01,103,persistence_change,0,0.55,144.93079289966946,43.47923786990084,1.22,12,7,132.27736307319554
Therapy A,East,2021-08-01,92,1,2021-09-01,93,overlapping_competitor_launch,0,0.55,144.32966936375456,43.298900809126366,1.22,1,8,146.84601495559815
Therapy A,East,2021-08-01,92,3,2021-11-01,95,overlapping_competitor_launch,0,0.55,144.4496942788181,43.33490828364543,1.22,3,8,144.15567701185796
Therapy A,East,2021-08-01,92,6,2022-02-01,98,overlapping_competitor_launch,0,0.55,144.6299188267631,43.388975648028925,1.22,6,8,139.78059364273508
Therapy A,East,2021-08-01,92,12,2022-08-01,104,persistence_change,0,0.55,144.99104278173618,43.497312834520855,1.22,12,8,126.87410698060349
Therapy A,East,2021-09-01,93,1,2021-10-01,94,overlapping_competitor_launch,0,0.55,144.3896693498439,43.31690080495317,1.22,1,9,145.52871709638202
Therapy A,East,2021-09-01,93,3,2021-12-01,96,overlapping_competitor_launch,0,0.55,144.50974416104637,43.35292324831391,1.22,3,9,142.73382346583543
Therapy A,East,2021-09-01,93,6,2022-03-01,99,overlapping_competitor_launch,0,0.55,144.6900436310113,43.40701308930338,1.22,6,9,138.27082748401384
Therapy A,East,2021-09-01,93,12,2022-09-01,105,persistence_change,0,0.55,145.05131771057333,43.515395313172,1.22,12,9,121.99284697346056
Therapy A,East,2021-10-01,94,1,2021-11-01,95,overlapping_competitor_launch,0,0.55,144.4496942788181,43.33490828364543,1.22,1,10,144.15567701185796
Therapy A,East,2021-10-01,94,3,2022-01-01,97,overlapping_competitor_launch,0,0.55,144.56981900690215,43.37094570207064,1.22,3,10,141.27201770154724
Therapy A,East,2021-10-01,94,6,2022-04-01,100,overlapping_competitor_launch,0,0.55,144.7501934300332,43.42505802900995,1.22,6,10,136.75438990437772
Therapy A,East,2021-10-01,94,12,2022-10-01,106,persistence_change,0,0.55,145.11161769659307,43.53348530897792,1.22,12,10,117.58579450412508
Therapy A,East,2021-11-01,95,1,2021-12-01,96,overlapping_competitor_launch,0,0.55,144.50974416104637,43.35292324831391,1.22,1,11,142.73382346583543
Therapy A,East,2021-11-01,95,3,2022-02-01,98,overlapping_competitor_launch,0,0.55,144.6299188267631,43.388975648028925,1.22,3,11,139.78059364273508
